replicate	esmchalo_ap	deepsaltpro_ap	delta_ap	esmchalo_auroc	deepsaltpro_auroc	delta_auroc	esmchalo_mcc	deepsaltpro_mcc	delta_mcc	esmchalo_accuracy	deepsaltpro_accuracy	delta_accuracy	esmchalo_balanced_accuracy	deepsaltpro_balanced_accuracy	delta_balanced_accuracy	esmchalo_sensitivity	deepsaltpro_sensitivity	delta_sensitivity	esmchalo_specificity	deepsaltpro_specificity	delta_specificity	esmchalo_ppv	deepsaltpro_ppv	delta_ppv	esmchalo_f1	deepsaltpro_f1	delta_f1	esmchalo_brier	deepsaltpro_brier	delta_brier	esmchalo_ece_10_bins	deepsaltpro_ece_10_bins	delta_ece_10_bins	esmchalo_log_loss	deepsaltpro_log_loss	delta_log_loss
2732	0.9920305246766464	0.98987967527115	0.00215084940549648	0.9883928774529701	0.9848287305914425	0.0035641468615276173	0.8831171819407997	0.8741886654846257	0.008928516456173985	0.943426724137931	0.9391163793103449	0.004310344827586188	0.9400326603716433	0.9353957974913292	0.004636862880314174	0.9595959595959596	0.9568411386593205	0.0027548209366390353	0.9204693611473272	0.9139504563233377	0.006518904823989535	0.9448462929475587	0.9404332129963899	0.004413079951168797	0.9521640091116174	0.9485662266727356	0.003597782438881758	0.042319330032147814	0.055981360313099734	-0.01366203028095192	0.027369086965616296	0.09007452333417268	-0.06270543636855638	0.1405978290447779	0.21425853105795994	-0.07366070201318203
2733	0.992102458825693	0.989222589873851	0.0028798689518420018	0.9880453216901814	0.9832641720492187	0.004781149640962767	0.878975952855092	0.8545412974146263	0.024434655440465747	0.9419042495965573	0.9300699300699301	0.011834319526627168	0.9378907612552472	0.9268953198859742	0.010995441369272996	0.9585585585585585	0.9432432432432433	0.01531531531531527	0.9172229639519359	0.910547396528705	0.006675567423230944	0.9449378330373002	0.9398563734290843	0.005081459608215821	0.9516994633273703	0.9415467625899281	0.010152700737442233	0.04279308186053384	0.056902629979956855	-0.014109548119423013	0.017444917123866657	0.07811598696967861	-0.060671069845811956	0.14269928339877005	0.21345497521107729	-0.07075569181230723
2734	0.9915899574460325	0.9897963175293041	0.001793639916728429	0.9873870218203074	0.9841818471660653	0.0032051746542420823	0.8900041498072027	0.8710172474401078	0.018986902367094882	0.9471698113207547	0.9380053908355795	0.009164420485175184	0.9435966552178892	0.9348343550280422	0.008762300189846917	0.962059620596206	0.9512195121951219	0.01084010840108407	0.9251336898395722	0.9184491978609626	0.006684491978609652	0.9500446030330062	0.9452423698384201	0.004802233194586059	0.9560143626570916	0.9482215218370104	0.007792840820081248	0.04128628198226535	0.055358194112827434	-0.014071912130562081	0.014546364167384529	0.08352611911244631	-0.06897975494506178	0.14296562308284494	0.21202854947801203	-0.06906292639516709
2735	0.9919288334445706	0.9894517220113593	0.0024771114332112765	0.9874987236326248	0.9828931152150113	0.004605608417613483	0.8865746082222771	0.8610324213092023	0.02554218691307475	0.9456	0.9333333333333333	0.012266666666666648	0.9436860777408653	0.9309989860300106	0.012687091710854692	0.9530558015943312	0.9424269264836138	0.010628875110717417	0.9343163538873994	0.9195710455764075	0.014745308310991967	0.9564444444444444	0.9466192170818505	0.009825227362593947	0.9547471162377995	0.9445184198845983	0.010228696353201228	0.041038026856931704	0.05704799334107873	-0.01600996648414703	0.020321773747774132	0.08162555561696484	-0.06130378186919071	0.14141246807769134	0.21661622320957055	-0.07520375513187921
2736	0.9938765980350132	0.9914925968593307	0.002384001175682493	0.9899248633879781	0.985771184483953	0.004153678904025182	0.8873474882206935	0.8761667390675735	0.011180749153120062	0.9464668094218416	0.9411134903640257	0.005353319057815886	0.9409249211113677	0.9367664319248826	0.004158489186485093	0.9665492957746479	0.9568661971830986	0.009683098591549255	0.9153005464480874	0.9166666666666666	-0.001366120218579181	0.946551724137931	0.9468641114982579	-0.0003123873603269045	0.9564459930313589	0.9518388791593695	0.004607113871989421	0.03880300619954332	0.05247970404445657	-0.013676697844913252	0.020703722666250327	0.0838077881586851	-0.06310406549243477	0.13176769356646606	0.20324636446612873	-0.07147867089966267
2737	0.9882066657490717	0.9859340946911958	0.0022725710578759273	0.9836733014815205	0.9795913330159904	0.004081968465530106	0.8732273373243128	0.8416437062819586	0.03158363104235418	0.9385683760683761	0.9230769230769231	0.015491452991452936	0.9349676486662788	0.9209781209781209	0.013989527688157866	0.9561643835616438	0.9333333333333333	0.022831050228310446	0.9137709137709138	0.9086229086229086	0.005148005148005175	0.9398563734290843	0.9350411710887465	0.004815202340337832	0.9479402444545043	0.9341864716636198	0.013753772790884522	0.047557275317273676	0.061576201765107294	-0.014018926447833618	0.019306923530014793	0.07046884378596434	-0.051161920255949546	0.16242628924475952	0.22526996999565116	-0.06284368075089164
2738	0.9927102593490805	0.9904214639682876	0.002288795380792963	0.9886423306791926	0.9855704970307995	0.0030718336483931408	0.8901308899975764	0.8688241106719368	0.021306779325639624	0.9468599033816425	0.9366612989801396	0.010198604401502886	0.945693346508564	0.9344120553359684	0.011281291172595576	0.9519927536231884	0.9465579710144928	0.005434782608695565	0.9393939393939394	0.922266139657444	0.017127799736495475	0.9580674567000912	0.9465579710144928	0.011509485685598397	0.9550204452521581	0.9465579710144928	0.00846247423766533	0.04015057905365204	0.05388361830366046	-0.01373303925000842	0.017929453475683595	0.07962019449315853	-0.06169074101747494	0.13639049056330868	0.2061809013047149	-0.06979041074140621
2739	0.9914077118916655	0.9897287817431953	0.0016789301484702035	0.9857470878136202	0.982194512622721	0.003552575190899243	0.884200414913511	0.8526682766109025	0.03153213830260848	0.9453083109919571	0.9302949061662198	0.01501340482573732	0.9421002074567555	0.9270078502415459	0.015092357215209629	0.9557291666666666	0.9409722222222222	0.01475694444444442	0.9284712482468443	0.9130434782608695	0.015427769985974837	0.9557291666666666	0.9458987783595113	0.009830388307155324	0.9557291666666666	0.9434290687554395	0.012300097911227104	0.043010621923296084	0.05781251955711874	-0.014801897633822655	0.013642421473165075	0.07737965661792669	-0.06373723514476161	0.1490697934887868	0.21656411403001202	-0.06749432054122523
2740	0.9928177163339795	0.9905371273446443	0.0022805889893352527	0.9890691483039769	0.9848154222824408	0.004253726021536064	0.8946133916833346	0.8895015652063494	0.005111826476985271	0.9491434689507494	0.9464668094218416	0.002676659528907832	0.9475849200123607	0.9461693883857472	0.0014155316266135642	0.9558558558558559	0.9477477477477477	0.008108108108108136	0.9393139841688655	0.9445910290237467	-0.00527704485488123	0.9584462511291779	0.9616087751371115	-0.003162524007933598	0.957149300857014	0.9546279491833031	0.0025213516737109254	0.0388477247587851	0.0519780902137593	-0.013130365454974202	0.014432289548939319	0.08590393138578759	-0.07147164183684826	0.134290159415093	0.2036301063822428	-0.06933994696714979
2741	0.9927138709865642	0.9882902889152969	0.004423582071267251	0.9884895714508711	0.9810761158007228	0.007413455650148282	0.8888096645881461	0.8690223923999708	0.01978727218817533	0.9469737546866631	0.9373326191751473	0.009641135511515797	0.9432175406155066	0.9350169906701409	0.008200549945365676	0.9610619469026549	0.9460176991150443	0.015044247787610598	0.9253731343283582	0.9240162822252375	0.0013568521031207537	0.9517966695880806	0.9502222222222222	0.0015744473658584335	0.9564068692206077	0.9481152993348115	0.008291569885796157	0.04134952558155124	0.057276023743875824	-0.01592649816232458	0.021163170015001218	0.0798562996913532	-0.058693129676351985	0.13919912781662372	0.2165366414290467	-0.07733751361242297
2742	0.9908108732153771	0.9897313570092487	0.0010795162061283392	0.9864612466608591	0.9843509820150915	0.002110264645767579	0.8855648416454918	0.8655085894772233	0.02005625216826845	0.9450726978998385	0.9353796445880452	0.009693053311793265	0.9419846140109989	0.932562626235814	0.009421987775184881	0.9576957695769577	0.946894689468947	0.01080108010801073	0.9262734584450402	0.9182305630026809	0.008042895442359255	0.9508489722966935	0.945193171608266	0.005655800688427526	0.9542600896860987	0.9460431654676259	0.008216924218472754	0.042891437583515206	0.056954323335858564	-0.014062885752343358	0.017306833271795753	0.08728353106880674	-0.06997669779701099	0.14683408790315733	0.21652967351491242	-0.0696955856117551
2743	0.9920707172467649	0.9895047008838975	0.0025660163628673516	0.9884358262261473	0.9839125434572829	0.0045232827688644894	0.8902921244948198	0.8812483108525198	0.009043813642300003	0.9473118279569892	0.943010752688172	0.004301075268817178	0.9441499557165329	0.9388095017779481	0.005340453938584844	0.9603960396039604	0.9603960396039604	0.0	0.9279038718291055	0.9172229639519359	0.010680907877169576	0.951828724353256	0.9450841452612931	0.00674457909196291	0.9560931899641577	0.9526785714285714	0.0034146185355863334	0.0406664848568278	0.054427712926046486	-0.013761228069218687	0.021997647827096064	0.08691190699896507	-0.06491425917186901	0.13892080240887958	0.20998641322680675	-0.07106561081792717
2744	0.9903383433077543	0.9899200083287709	0.00041833497898335903	0.9865775497281396	0.9861499566565491	0.00042759307159045967	0.8826192147973922	0.8761851940068238	0.006434020790568429	0.9429333333333333	0.9397333333333333	0.0031999999999999806	0.9391906574418718	0.9346658815777483	0.004524775864123476	0.9623507805325987	0.9660238751147842	-0.0036730945821854544	0.916030534351145	0.9033078880407125	0.012722646310432517	0.940754039497307	0.9326241134751773	0.008129926022129697	0.9514298683613255	0.9490302210193956	0.002399647341929878	0.04331427779973227	0.05446234129263212	-0.011148063492899846	0.016985335461546076	0.08647000326226155	-0.06948466780071547	0.14893331959808723	0.20898164654767615	-0.06004832694958892
2745	0.9895462109633093	0.9857251342799869	0.003821076683322433	0.9855076039551846	0.9791901646740356	0.006317439281148918	0.8664081793173967	0.8444980439672017	0.021910135350194926	0.9344790547798066	0.9237379162191193	0.010741138560687369	0.9325419204451463	0.9216035980148883	0.01093832243025794	0.946969696969697	0.9375	0.009469696969697017	0.9181141439205955	0.9057071960297767	0.012406947890818865	0.9380863039399625	0.9287054409005628	0.009380863039399667	0.942507068803016	0.9330819981149858	0.009425070688030224	0.04683019744586329	0.060440242207005564	-0.013610044761142276	0.023333346508906075	0.0743319470542918	-0.05099860054538573	0.15681142681465632	0.22433453035916862	-0.0675231035445123
2746	0.9892628482086735	0.9871430702828853	0.0021197779257882132	0.986234467119649	0.9826299351043387	0.003604532015310302	0.8948937631123682	0.8597822476503453	0.03511151546202296	0.9484978540772532	0.9313304721030042	0.01716738197424894	0.9458263838597718	0.9289293330970219	0.016897050762749943	0.9651272384542884	0.946277097078228	0.018850141376060336	0.9265255292652553	0.9115815691158157	0.014943960149439661	0.9455216989843028	0.933953488372093	0.011568210612209806	0.9552238805970149	0.9400749063670412	0.015148974229973744	0.042839381439290364	0.05854501573152651	-0.015705634292236148	0.019087421991200407	0.0824689114172023	-0.0633814894260019	0.15038979735042535	0.21910809099273482	-0.06871829364230947
2747	0.9892068918342307	0.9866723521024815	0.002534539731749219	0.9839535547730085	0.979805129913391	0.004148424859617528	0.8687761989394702	0.857814695589387	0.010961503350083168	0.9367631296891747	0.9314040728831725	0.005359056806002238	0.9332766251070714	0.9285500142761969	0.004726610830874556	0.9520795660036167	0.9439421338155516	0.008137432188065064	0.9144736842105263	0.9131578947368421	0.0013157894736842701	0.9418604651162791	0.9405405405405406	0.0013199245757384848	0.9469424460431655	0.9422382671480144	0.004704178895151068	0.047721815429563975	0.06021486308438859	-0.012493047654824611	0.013483912820638152	0.08024480519896131	-0.06676089237832315	0.16186724143831083	0.22402213499219614	-0.062154893553885315
2748	0.9907966201972118	0.9866484850451493	0.004148135152062471	0.9859369914498239	0.9786423774193626	0.007294614030461388	0.8551456029576315	0.8186177957869605	0.036527807170671056	0.9305184393372528	0.9128808123997862	0.01763762693746651	0.9258184910922796	0.9086753760153186	0.01714311507696109	0.9499105545617174	0.9302325581395349	0.019677996422182487	0.9017264276228419	0.8871181938911022	0.014608233731739695	0.9348591549295775	0.9244444444444444	0.010414710485133094	0.9423247559893523	0.927329469460544	0.014995286528808327	0.04845676605903276	0.06246180971236698	-0.014005043653334215	0.025516707050795274	0.06984602715561233	-0.04432932010481706	0.15657431259171675	0.2269869107920891	-0.07041259820037235
2749	0.9907022340731727	0.9879790910546322	0.002723143018540486	0.9863951956513999	0.982272096086972	0.004123099564427912	0.8750503176362343	0.8638000011770718	0.011250316459162524	0.9393451422436929	0.9339774557165862	0.00536768652710673	0.9374425863726457	0.9309742810686352	0.0064683053040104355	0.9486238532110092	0.9486238532110092	0.0	0.926261319534282	0.9133247089262613	0.01293661060802076	0.9477543538038496	0.9391462306993642	0.008608123104485443	0.948188904172398	0.9438612505705157	0.004327653601882253	0.04508615894997631	0.058685245497130445	-0.013599086547154138	0.02277834200787441	0.08444077059550584	-0.06166242858763143	0.15138788508860954	0.22021708195082132	-0.06882919686221178
2750	0.9910692995041774	0.9883400676182654	0.002729231885912009	0.9869035717000216	0.9829652886183853	0.003938283081636351	0.8901432111099356	0.8570843755597163	0.03305883555021927	0.9466950959488273	0.9307036247334755	0.015991471215351827	0.9429557001619513	0.926136144388122	0.01681955577382932	0.965296803652968	0.9534246575342465	0.01187214611872145	0.9206145966709347	0.8988476312419974	0.0217669654289373	0.9445933869526363	0.9296527159394479	0.014940671013188411	0.95483288166215	0.9413886384129847	0.013444243249165266	0.042923473192100985	0.057337769485993104	-0.014414296293892119	0.017420819789918884	0.07489777722183476	-0.05747695743191587	0.14690264797897326	0.21458327535537744	-0.06768062737640418
2751	0.9932961732051582	0.9914544097016258	0.0018417635035323787	0.989788513373419	0.9866964978856158	0.0030920154878032458	0.8943797604508138	0.8720895176690105	0.02229024278180325	0.9494623655913978	0.9387096774193548	0.010752688172043001	0.9454961449257193	0.9356450920733501	0.009851052852369202	0.9651162790697675	0.9508050089445438	0.014311270125223707	0.9258760107816711	0.9204851752021563	0.005390835579514808	0.9514991181657848	0.9474153297682709	0.004083788397513888	0.9582593250444049	0.9491071428571428	0.009152182187262103	0.03825971698930113	0.053113123658561356	-0.014853406669260223	0.015088653925141056	0.08628538009350097	-0.07119672616835991	0.13115363233474175	0.20566437075954427	-0.07451073842480252
2752	0.9905758214364407	0.9894059556404826	0.001169865795958125	0.9862221594499875	0.9835398433460367	0.002682316103950755	0.8850516068302461	0.8617476109313059	0.023303995898940166	0.9447128287707998	0.9334406870638755	0.011272141706924255	0.942043539460329	0.9308738054656529	0.011169733994676134	0.9558955895589559	0.9441944194419442	0.011701170117011772	0.9281914893617021	0.9175531914893617	0.010638297872340496	0.9516129032258065	0.9441944194419442	0.00741848378386234	0.9537494387067804	0.9441944194419442	0.009555019264836262	0.04264146206850991	0.05711398807664684	-0.014472526008136928	0.01713327304420362	0.07882734137180823	-0.061694068327604615	0.14744969678241546	0.21506267984783387	-0.06761298306541841
2753	0.9904093263295244	0.9857449712590713	0.004664355070453041	0.9862342620747009	0.979473658097486	0.006760603977214896	0.8690322161111596	0.8371430394012205	0.03188917670993907	0.9361245303274289	0.9205582393988191	0.015566290928609838	0.9344411604187487	0.9185715197006102	0.015869640718138456	0.9452181987000928	0.9312906220984215	0.013927576601671321	0.9236641221374046	0.905852417302799	0.01781170483460559	0.9443413729128015	0.9312906220984215	0.013050750814380008	0.9447795823665893	0.9312906220984215	0.013488960268167816	0.046209570999968586	0.062213227939800726	-0.01600365693983214	0.027274957173572305	0.07782617253423837	-0.05055121536066607	0.15156953736647494	0.22766952034499877	-0.07609998297852383
2754	0.9924338110459836	0.9889410557278078	0.003492755318175833	0.9885595182955073	0.9833232384413487	0.005236279854158532	0.890063016964764	0.866002297924571	0.024060719040193024	0.9469737546866631	0.9351901446170326	0.011783610069630468	0.9440012588924123	0.933435469887531	0.010565789004881254	0.9601809954751132	0.9429864253393665	0.017194570135746656	0.9278215223097113	0.9238845144356955	0.003937007874015741	0.9507168458781362	0.9472727272727273	0.003444118605408941	0.955425484016209	0.945124716553288	0.010300767462920968	0.04066027536398002	0.0554397162070983	-0.014779440843118274	0.016783810328157445	0.07738823271079671	-0.06060442238263927	0.1385188117044143	0.21056503887924985	-0.07204622717483555
2755	0.9912814365773245	0.9885485136533229	0.002732922924001624	0.9866417392515532	0.9817006837028017	0.004941055548751461	0.8780820486930397	0.8533945260748513	0.024687522618188407	0.9413663259817105	0.9295320064550834	0.011834319526627168	0.9375836016992909	0.9248827474910484	0.012700854208242518	0.9575045207956601	0.9493670886075949	0.008137432188065175	0.9176626826029216	0.900398406374502	0.01726427622841964	0.944692239072257	0.9333333333333333	0.01135890573892362	0.9510552312528064	0.9412819363514119	0.009773294901394558	0.04329571935096934	0.05853942103053145	-0.015243701679562106	0.022600143292061167	0.07884456338671508	-0.05624442009465391	0.14723646044466326	0.21977552872179473	-0.07253906827713147
2756	0.9911488363570502	0.9884242883123853	0.0027245480446649317	0.9865134734662475	0.9813617841775819	0.005151689288665606	0.8809364418079213	0.8499184093427424	0.03101803246517887	0.9429028815368197	0.9279615795090715	0.014941302027748127	0.9403691074362897	0.9252429213248354	0.01512618611145422	0.9529307282415631	0.9387211367673179	0.014209591474245165	0.9278074866310161	0.9117647058823529	0.016042780748663166	0.9520851818988465	0.9412288512911843	0.010856330607662223	0.9525077674212161	0.9399733214762116	0.012534445945004524	0.04337524713704004	0.058531798872952165	-0.015156551735912127	0.015603031934635173	0.0748851822173817	-0.05928215028274653	0.1477460080823638	0.2195889536501382	-0.0718429455677744
2757	0.9912044863786391	0.9880318940801135	0.0031725922985256227	0.9874934626539248	0.9822635857937526	0.005229876860172178	0.8938362832265612	0.8782686735258964	0.01556760970066473	0.9483593329747176	0.9408284023668639	0.007530930607853703	0.9444646507868588	0.9369098559406647	0.007554794846194146	0.9685185185185186	0.9611111111111111	0.007407407407407418	0.920410783055199	0.9127086007702182	0.007702182284980763	0.944043321299639	0.9385171790235082	0.0055261422761307966	0.9561243144424132	0.94967978042086	0.006444534021553205	0.04060207232639533	0.05629240023923502	-0.01569032791283969	0.01477700016247688	0.08343697530490493	-0.06865997514242805	0.14271378348901986	0.2141816733246766	-0.07146788983565674
2758	0.9926342221542399	0.9901597366966742	0.0024744854575656783	0.9889777902825891	0.9856061805030452	0.0033716097795439826	0.887824216274669	0.8713730941258342	0.016451122148834818	0.9455709711846318	0.9375667022411953	0.008004268943436532	0.9432371439792264	0.9352764637956401	0.00796068018358631	0.9570776255707762	0.9488584474885845	0.008219178082191747	0.9293966623876765	0.9216944801026957	0.007702182284980763	0.9501359927470535	0.9445454545454546	0.005590538201598938	0.9535941765241128	0.9466970387243736	0.006897137799739217	0.04142388374649265	0.05329273841642278	-0.01186885466993013	0.025524195860882542	0.07850733523708328	-0.052983139376200736	0.13798582622807307	0.2050637304331589	-0.06707790420508583
2759	0.9924531220887202	0.9917479444165579	0.0007051776721622716	0.9876208117970094	0.9868111512232308	0.0008096605737786255	0.8936593098268737	0.8788716269835809	0.014787682843292793	0.9495437466451959	0.942565754159957	0.006977992485238893	0.9466012464160077	0.9388700197377525	0.00773122667825521	0.9596844872918493	0.9553023663453112	0.004382120946538115	0.9335180055401662	0.9224376731301939	0.011080332409972304	0.958005249343832	0.9511343804537522	0.006870868890079818	0.9588441330998249	0.9532138172278094	0.005630315872015457	0.04059587427995766	0.05179849529196012	-0.011202621012002464	0.01778257810118643	0.08439608824564819	-0.06661351014446176	0.140111721931931	0.2018125244375979	-0.061700802505666896
2760	0.990025285331157	0.986740184773966	0.003285100557191001	0.9853267889434255	0.9804325873041967	0.0048942016392288235	0.8754288027122634	0.8420373098593112	0.033391492852952176	0.9397654584221748	0.923773987206823	0.015991471215351827	0.9372760151241164	0.918781851060332	0.018494164063784346	0.9511754068716094	0.9466546112115732	0.004520795660036159	0.9233766233766234	0.8909090909090909	0.032467532467532534	0.946894689468947	0.9257294429708223	0.02116524649812468	0.9490302210193956	0.9360751005811354	0.012955120438260193	0.04523783320597741	0.0608898134803569	-0.015651980274379494	0.016630179119386964	0.0757674304347461	-0.05913725131535913	0.15409973022747153	0.2238443470819104	-0.06974461685443886
2761	0.9925927927831691	0.9883277983533466	0.004264994429822533	0.988923151975455	0.9821627354457941	0.006760416529660862	0.8843085471873394	0.8443864785828106	0.03992206860452885	0.9440860215053763	0.9247311827956989	0.01935483870967747	0.9419744864223718	0.922362821774424	0.019611664647947835	0.9535941765241128	0.935395814376706	0.018198362147406777	0.9303547963206308	0.9093298291721419	0.021024967148488893	0.9518619436875567	0.9371011850501367	0.01476075863741999	0.9527272727272728	0.936247723132969	0.016479549594303755	0.04096815728559775	0.05862137489881271	-0.017653217613214957	0.02182831734571765	0.08177866625259075	-0.059950348906873105	0.13707841118434402	0.2177977613695943	-0.08071935018525028
2762	0.9893540400714501	0.986417817333635	0.0029362227378151307	0.985094929967355	0.9800143052492648	0.005080624718090232	0.8748649106503488	0.8516871744276413	0.023177736222707468	0.939247311827957	0.9279569892473118	0.011290322580645107	0.9371848411962616	0.9258435872138207	0.011341253982440902	0.9494020239190433	0.9383624655013799	0.011039558417663353	0.92496765847348	0.9133247089262613	0.011642949547218673	0.9467889908256881	0.9383624655013799	0.00842652532430821	0.9480937069361507	0.9383624655013799	0.009731241434770777	0.04703527414922035	0.060999488841222395	-0.013964214692002042	0.01858776997336202	0.0794730439432646	-0.06088527396990258	0.15768117019450456	0.22628277634546878	-0.06860160615096422
2763	0.9922754384999177	0.9899607148665708	0.002314723633346949	0.9881459553842338	0.9850426025227562	0.0031033528614775596	0.884079268732724	0.8629963856000711	0.02108288313265294	0.9442658092175777	0.9340836012861736	0.01018220793140412	0.9410684979867565	0.9310309047191955	0.01003759326756104	0.9577338129496403	0.9469424460431655	0.010791366906474864	0.9244031830238727	0.9151193633952255	0.009283819628647216	0.9491978609625669	0.9427036705461056	0.006494190416461265	0.9534467323187108	0.9448183041722745	0.008628428146436273	0.04244702310118664	0.0556507324827091	-0.01320370938152246	0.020828694475878085	0.08235493638889119	-0.061526241913013105	0.14150745344036963	0.21213595541710986	-0.07062850197674023
2764	0.9932710180247508	0.9899215117829355	0.003349506241815292	0.9890867442806501	0.9837705576971506	0.005316186583499527	0.8970175757624935	0.8635084649893066	0.03350911077318697	0.9512325830653805	0.935155412647374	0.016077170418006492	0.9474543807992561	0.9322988299788854	0.015155550820370789	0.9641608391608392	0.9449300699300699	0.019230769230769273	0.9307479224376731	0.9196675900277008	0.011080332409972304	0.9566348655680833	0.9490781387181738	0.00755672684990949	0.9603831084022638	0.946999561979851	0.013383546422412795	0.038638919864677296	0.056113501404832414	-0.017474581540155118	0.018319697060672706	0.08177677898189613	-0.06345708192122343	0.13288738198375247	0.21278541874433574	-0.07989803676058327
2765	0.9931011508898809	0.9891946038121856	0.003906547077695333	0.9892662154607416	0.9827324523319575	0.006533763128784065	0.899959557992649	0.8657291465873025	0.03423041140534655	0.9518459069020867	0.9352594970572499	0.016586409844836836	0.9499797789963245	0.9335020399424296	0.016477739053894824	0.9596412556053812	0.9426008968609866	0.01704035874439458	0.9403183023872679	0.9244031830238727	0.01591511936339518	0.9596412556053812	0.9485559566787004	0.011085298926680753	0.9596412556053812	0.9455690508322088	0.014072204773172392	0.03943805024980683	0.05681397834077354	-0.017375928090966712	0.01876565284979458	0.08196063868770223	-0.06319498583790766	0.1345076507116172	0.21505810890655486	-0.08055045819493767
2766	0.990344515427228	0.9857722505021511	0.0045722649250768965	0.9859076225186286	0.9783561598712522	0.0075514626473763835	0.8726897606844654	0.8421040907971267	0.030585669887338685	0.9379347244515784	0.9229534510433387	0.014981273408239737	0.9369542865344209	0.9219219466515457	0.015032339882875223	0.9429622815087396	0.9282428702851886	0.014719411223551027	0.9309462915601023	0.9156010230179028	0.01534526854219953	0.9499536607970342	0.9386046511627907	0.011349009634243568	0.9464450600184672	0.9333950046253469	0.013050055393120319	0.04725970421832333	0.06275057020874418	-0.015490865990420849	0.028406005693155184	0.07585299129888351	-0.047446985605728326	0.15505973117055002	0.23044604604501095	-0.07538631487446093
2767	0.9902511933285033	0.9876821950292126	0.0025689982992906923	0.9857126987482933	0.9821686453402327	0.0035440534080605213	0.8829822303865652	0.86284569173664	0.02013653864992515	0.943609022556391	0.9339419978517723	0.009667024704618665	0.93986994387089	0.9288340458469355	0.011035898023954438	0.9601087941976428	0.956482320942883	0.0036264732547598433	0.919631093544137	0.9011857707509882	0.01844532279314881	0.9455357142857143	0.9336283185840708	0.011907395701643453	0.9527665317139001	0.9449171518137035	0.007849379900196629	0.04375689722228069	0.05869092560094402	-0.014934028378663332	0.01557760919689044	0.08311941002527604	-0.0675418008283856	0.15179115439685362	0.2199859916759148	-0.06819483727906117
2768	0.9910429050060696	0.9867851382694637	0.004257766736605939	0.9873669593590239	0.9807787290574079	0.006588230301615927	0.883083212583978	0.8588681627917973	0.0242150497921807	0.943254817987152	0.9314775160599572	0.011777301927194839	0.9398206596246041	0.9286233793177427	0.011197280306861401	0.960514233241506	0.945821854912764	0.014692378328741929	0.9191270860077022	0.9114249037227214	0.007702182284980763	0.9431920649233544	0.9372156505914467	0.0059764143319076535	0.9517743403093721	0.9414990859232175	0.01027525438615462	0.04259512603900033	0.05906837864064735	-0.016473252601647025	0.018337981504684523	0.07918873825200239	-0.060850756747317866	0.14509494598728628	0.22170763782331193	-0.07661269183602565
2769	0.9918465844100832	0.9887284703900983	0.0031181140199849633	0.9882778482450494	0.983224319412366	0.005053528832683396	0.8755914947357306	0.8592949251247536	0.01629656961097703	0.939312567132116	0.9312567132116004	0.008055853920515554	0.9380217996289424	0.9303687384044528	0.00765306122448961	0.9461966604823747	0.9359925788497218	0.010204081632652962	0.9298469387755102	0.9247448979591837	0.005102040816326481	0.9488372093023256	0.9447565543071161	0.004080654995209487	0.9475150952159777	0.940354147250699	0.007160947965278663	0.04288357206653338	0.05753542028603719	-0.014651848219503813	0.02291435218811925	0.07945089610028412	-0.05653654391216487	0.1407021868025229	0.2149925465451634	-0.0742903597426405
2770	0.9913780969526936	0.9894878077971732	0.0018902891555204748	0.9869619718104566	0.9835973977388119	0.0033645740716446992	0.8832451215470267	0.8553210284122663	0.027924093134760408	0.9436314363143632	0.9300813008130081	0.013550135501355087	0.9403176789540426	0.9272213476758931	0.013096331278149465	0.9586776859504132	0.9430670339761249	0.015610651974288348	0.921957671957672	0.9113756613756614	0.010582010582010581	0.9465095194922938	0.9387568555758684	0.007752663916425373	0.9525547445255474	0.9409070087036189	0.011647735821928573	0.04201373112308084	0.056654005793330235	-0.014640274670249392	0.015067510998164137	0.08817805106188789	-0.07311054006372375	0.14452685245271768	0.2150206882941139	-0.07049383584139621
2771	0.9913950198938797	0.9904769063844221	0.0009181135094575854	0.98797274154417	0.9855561105561105	0.002416630988059554	0.8924239759518581	0.86939946373923	0.023024512212628023	0.9479054779806659	0.9366272824919442	0.011278195488721776	0.945054945054945	0.9348651348651349	0.010189810189810133	0.9615384615384616	0.945054945054945	0.016483516483516536	0.9285714285714286	0.9246753246753247	0.003896103896103953	0.9502262443438914	0.9467889908256881	0.0034372535182032316	0.9558488848429677	0.9459211732355637	0.009927711607404022	0.04004228030842909	0.05422647613842297	-0.014184195829993883	0.019495050273397114	0.08640843436074924	-0.06691338408735213	0.13866314765465096	0.20814886337921792	-0.06948571572456697
2772	0.991932403343679	0.9898942965796154	0.002038106764063685	0.9881616601042283	0.98520325471776	0.002958405386468299	0.8869510856548155	0.8736261992169225	0.01332488643789298	0.9456	0.9392	0.006399999999999961	0.9411026075960716	0.9338428364832251	0.00725977111284648	0.9649910233393177	0.9622980251346499	0.0026929982046678402	0.9172141918528253	0.9053876478318003	0.01182654402102501	0.9446397188049209	0.9370629370629371	0.00757678174198384	0.9547069271758437	0.9495128432240921	0.0051940839517515824	0.04007714958974453	0.05450875632907284	-0.014431606739328307	0.01733089827119078	0.08558458957622439	-0.06825369130503361	0.13855508105346123	0.20958180130649162	-0.07102672025303039
